customerID,churn_probability,driver_1,driver_2,driver_3,recommended_action,expected_monthly_loss
2609-IAICY,0.7499867936452933,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.86
9300-RENDD,0.7497522468532055,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.94
5299-SJCZT,0.7496707052660947,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,76.13
7234-FECYN,0.7489993236974395,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,75.91
6229-LSCKB,0.7482179360854765,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.63
7341-LXCAF,0.7481649983827137,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.85
1618-CFHME,0.7479068777375756,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,56.77
4273-MBHYA,0.7478311474641188,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,66.82
7439-DKZTW,0.7475614183146791,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.22
9306-CPCBC,0.747335277017603,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.49
3519-ZKXGG,0.7472909961522962,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,56.68
6892-EZDTG,0.7469418047540769,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,68.46
6457-USBER,0.7468173583456623,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.34
8058-INTPH,0.746758831981432,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.48
0495-RVCBF,0.7467478627664399,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.52
7503-ZGUZJ,0.7465372500867953,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,63.19
0702-PGIBZ,0.7465142684604315,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,75.92
9725-SCPZG,0.7464341572450782,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,67.81
0325-XBFAC,0.7463801665116161,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,70.68
8357-EQXFO,0.7460065430338881,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,71.13
9025-AOMKI,0.7457923807727893,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,69.77
4140-MUHUG,0.7453335428536786,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,64.73
4090-KPJIP,0.7448244031624917,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.82
5494-HECPR,0.7445507259564514,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.75
4234-XTNEA,0.744280786257969,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.51
8083-YTZES,0.7438285491999785,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.3
8086-OVPWV,0.7438174392937308,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.65
9944-HKVVB,0.7434805597256663,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,70.71
2027-FECZV,0.7431671844058381,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,79.3
4581-SSPWD,0.7431640391510689,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,56.33
1320-HTRDR,0.7431344103992658,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,56.11
9837-BMCLM,0.7429835579355586,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.32
2202-CUYXZ,0.7428096288994439,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,63.03
6615-NGGZJ,0.7427909313593921,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,74.69
7613-LLQFO,0.7427623611908065,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,62.73
0655-RBDUG,0.7423863663561141,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,72.79
8992-JQYUN,0.742382670352877,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,37.38
4952-YSOGZ,0.7422907332476701,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,63.8
8087-LGYHQ,0.7422630978317964,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,69.81
6860-YRJZP,0.7422534507075339,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,54.96
5835-BEQEU,0.7421922153522708,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.11
9689-PTNPG,0.7418125640963471,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.53
4614-NUVZD,0.7415758608721478,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.14
4112-LUEIZ,0.7407036037022724,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,66.29
9878-TNQGW,0.7405509269901176,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.95
7330-WZLNC,0.740540233726179,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,67.24
1981-INRFU,0.7404314661194106,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.05
7209-JCUDS,0.7399473446971883,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,70.22
7074-IEVOJ,0.7398732263632617,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.75
8443-ZRDBZ,0.7398474517377825,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,56.27
9124-LHCJQ,0.7396026277940106,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,63.2
6328-ZPBGN,0.7392472702625781,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,70.34
7402-EYFXX,0.7391051799045291,InternetService=Fiber optic,tenure,Contract=Month-to-month,Price/quality review call for fiber plan,69.18
1389-CXMLU,0.7390971087715337,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,67.29
3462-BJQQA,0.7390565945447861,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,66.33
4514-GFCFI,0.7390417458242006,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,62.63
1173-XZPYF,0.738595682021995,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,65.88
2004-OCQXK,0.7384023423465413,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.51
7130-VTEWQ,0.7382346618701718,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.92
0334-GDDSO,0.7379741691372365,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.03
4529-CKBCL,0.7378904725244589,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.18
1363-TXLSL,0.7376965257536802,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.86
8622-ZLFKO,0.7375226674436955,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,66.93
5956-YHHRX,0.7373178672255144,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,76.94
4060-LDNLU,0.7371454682790041,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,70.91
9919-KNPOO,0.7369669250648885,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,69.5
2789-HQBOU,0.7366980591602852,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.19
4749-OJKQU,0.7364163416570696,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.71
5597-GLBUC,0.7363858106776293,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,62.92
2506-TNFCO,0.7363088636804664,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.21
8780-IXSTS,0.7362989615999361,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,66.34
8062-YBDOE,0.7362073275888018,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.28
7760-OYPDY,0.7360906916424385,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.37
5539-TMZLF,0.7358303016469862,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.32
0365-BZUWY,0.7356188995486921,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,75.44
1678-FYZOW,0.7355092306340814,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.4
4844-JJWUY,0.7354267633654915,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,63.25
7120-RFMVS,0.7351952276708432,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,62.12
9290-SHCMB,0.7350988090488936,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,71.19
9603-OAIHC,0.7346971533898511,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.47
8348-HFYIV,0.7345675359984316,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,36.18
2985-FMWYF,0.7341581090270352,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,68.64
2737-WFVYW,0.7340390047548515,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,33.22
5382-SOYZL,0.7340352148298838,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,69.81
2235-DWLJU,0.7337101512879719,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,32.58
0709-TVGUR,0.7336283701163426,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,54.69
7206-GZCDC,0.7334890687303472,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,50.79
4021-RQSNY,0.7332984801831466,InternetService=Fiber optic,Contract=Month-to-month,InternetService=DSL,Price/quality review call for fiber plan,72.23
3295-YVUSR,0.733270397737426,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.24
6015-VVHHE,0.7331461731736904,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.96
0220-EBGCE,0.7330410779705674,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,62.93
3372-KWFBM,0.7330399994855954,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,63.48
5348-CAGXB,0.7329677542467753,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,65.64
2123-AGEEN,0.7329581136817692,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,61.83
2959-MJHIC,0.7329580642424636,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.89
8375-DKEBR,0.7321593074341262,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,50.96
2636-ALXXZ,0.7321593074341262,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,50.96
4871-JTKJF,0.7319689984229918,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,50.98
8808-ELEHO,0.731872614731639,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.46
9402-ORRAH,0.7317844521711044,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,66.96
1450-GALXR,0.7317775422075292,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,72.08
4806-KEXQR,0.7316704771838433,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.46
8185-UPYBR,0.7314357977589672,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.22
4229-CZMLL,0.7312337046005233,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,54.77
5550-VFRLC,0.731206905863503,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.07
9799-CAYJJ,0.7311404311857176,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,50.67
7493-TPUWZ,0.7310754327310659,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.86
7858-GTZSP,0.7310704740681715,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,63.27
8000-REIQB,0.7308253461226228,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.12
5889-LFOLL,0.730770394691118,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,61.82
6357-JJPQT,0.7307160219669682,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.82
2876-GZYZC,0.7302037701248782,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,62.76
3473-XIIIT,0.7301886100911787,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,73.02
9094-AZPHK,0.7301433798014825,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,73.12
1846-XWOQN,0.7300612010101548,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.21
4210-QFJMF,0.7299704904398057,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.78
2371-JQHZZ,0.7299681466972384,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,67.89
9605-WGJVW,0.7298699512490832,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.24
5698-BQJOH,0.729805440422003,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,68.89
8752-STIVR,0.7297173266650389,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.65
0094-OIFMO,0.729574938420217,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,69.31
4929-XIHVW,0.7295119641699053,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,69.67
2688-BHGOG,0.7293666174513522,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.02
7969-AULMZ,0.7291545959522027,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,70.98
3178-FESZO,0.728801922676213,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,73.06
8644-XLFBW,0.7286014936864916,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,52.2
7548-SEPYI,0.7285785309484819,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,70.13
1567-DSCIC,0.7285646365761548,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,68.49
7508-MYBOG,0.7285542672553996,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,62.73
8051-HJRLT,0.7285288156055874,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.4
2982-IHMFT,0.7282243571986322,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,54.22
2612-RRIDN,0.7279986851477256,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.97
9185-TQCVP,0.7279405724949055,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,61.98
2645-QTLMB,0.7276781059357172,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,68.58
2880-FPNAE,0.7273233332763929,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.97
3398-FSHON,0.7262329396456582,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,66.31
9488-HGMJH,0.7262200317058238,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.67
8779-QRDMV,0.7260977232430679,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,28.79
3878-AVSOQ,0.7258340472257229,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.72
4795-KTRTH,0.7253195633695365,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.75
9360-OMDZZ,0.7251518290159771,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,68.24
7180-PISOG,0.7250302424999492,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,54.01
2495-INZWQ,0.7249580338139344,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,32.3
5276-KQWHG,0.7249235565691657,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,50.45
7181-BQYBV,0.7248444934389301,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,74.26
8775-ERLNB,0.7248313651514121,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.85
7235-NXZCP,0.7246374739560035,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,54.24
6100-QQHEB,0.7244687468057841,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,67.05
3006-XIMLN,0.7241719679660407,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,68.22
8225-BTJAU,0.7238743983764158,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.37
0011-IGKFF,0.7229719775728405,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,70.85
8875-AKBYH,0.7228739839997658,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.97
8510-AWCXC,0.7228734867790857,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,72.87
7563-BIUPC,0.7228687358673828,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.26
3422-GALYP,0.7228283032136699,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.43
0122-OAHPZ,0.7227942164075586,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.38
5804-LEPIM,0.7223259052400708,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,50.82
3776-EKTKM,0.7223138344289253,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,26.33
6210-KBBPI,0.721881342711417,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,71.79
8372-JUXUI,0.7215509228123013,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.65
1704-NRWYE,0.7213248337597344,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.32
4342-HENTK,0.7212987097589597,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,50.96
9253-QXKBE,0.7211305475618134,InternetService=Fiber optic,Contract=Month-to-month,InternetService=DSL,Price/quality review call for fiber plan,68.11
6941-PMGEP,0.720914470394166,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.67
5052-PNLOS,0.7204558905538091,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,75.9
5288-AHOUP,0.7203664764804452,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,56.55
7218-HKQFK,0.7203089868159746,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,67.85
5868-YWPDW,0.7202433035162968,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.64
6711-FLDFB,0.7200637462259254,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.93
8541-QVFKM,0.7196062186104664,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,52.89
0840-DFEZH,0.7193963686795725,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,54.21
8118-LSUEL,0.7189452487878958,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,76.5
6892-XPFPU,0.7188768310343625,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,74.94
5883-GTGVD,0.7186605064785845,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,71.83
7079-QRCBC,0.7181714784700194,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,70.92
2516-VQRRV,0.7179988306338008,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,54.17
3338-CVVEH,0.7177364594894414,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,67.86
5644-PDMZC,0.7175441955309302,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,64.22
7044-YAACC,0.717450945041505,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,50.37
9172-ANCRX,0.717111844860702,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,70.78
8361-LTMKD,0.7170104565908352,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.35
1195-OIYEJ,0.716827848948003,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,65.3
2430-USGXP,0.7167907918296669,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,72.43
6168-WFVVF,0.7167741449385302,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,50.39
8168-UQWWF,0.7167100309177975,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,70.13
5995-SNNEW,0.7165792393115983,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,74.85
4395-PZMSN,0.715858941028558,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,61.24
3030-YDNRM,0.7157849358284508,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.58
4597-NUCQV,0.7151597540892912,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,72.41
1960-UYCNN,0.7149743760596068,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,68.1
6127-ISGTU,0.714914264623916,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.73
2055-PDADH,0.7149004388286998,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,50.33
1628-BIZYP,0.7148077288461411,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.76
7314-OXENN,0.7145827566253893,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.6
1200-TUZHR,0.7143692146983441,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.86
0684-AOSIH,0.7139939260061604,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,67.83
8242-SOQUO,0.7138826525317961,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.47
7294-TMAOP,0.7138820783507942,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,64.64
5797-APWZC,0.7136838612847236,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,64.66
2454-RPBRZ,0.7135483110377706,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,70.0
1447-GIQMR,0.7133572055501207,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.33
6734-GMPVK,0.7131900839933214,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,75.1
1393-IMKZG,0.7121625508338444,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,68.26
0644-OQMDK,0.7121595638214705,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,50.31
2180-DXNEG,0.71158975183831,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,68.31
1569-TTNYJ,0.7113242952647574,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,56.02
6087-MVHJH,0.7109459508427831,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,62.88
9223-UCPVT,0.7105425793423557,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,67.08
